# R, E, e1, e2, e3, r1, r2, r3
 (6.666666698991496887e-02-1.000000161500803637e-03j)  (1.229647471233334066e+00-1.038940179283417864e+00j)  (3.220786919793707237e-01+9.714566132659542552e-02j)  (2.370549630530611185e-01-2.275238985366045685e-01j)  (-2.251617179512252598e+00-5.649438064033424078e-01j)  (-1.039623028396868376e+00-4.250378146788085648e-02j)  (-1.225486112565164154e+00+2.377849718010591890e-02j)  (-1.443398524705790775e+00+5.499384023578697545e-02j)
 (6.764861243728158280e-02-1.001897704406076728e-03j)  (3.019747771804509373e+00-9.812821822274109262e-01j)  (2.210551718773040575e-01-2.268075030045704210e-01j)  (2.823046133966681127e-03+2.525203028172502417e-01j)  (4.715663951305097967e-01+1.337026923000105283e+00j)  (-1.668373724243017220e+00-1.080692659877665607e-01j)  (-1.138750993566134850e+00-2.693181382916916555e-01j)  (2.995871809469442759e+00-3.914730851571656123e-01j)
 (7.186390987846398570e-02-1.000314226130824113e-03j)  (5.367596764960526734e+00-1.160315972373932025e+00j)  (1.917386104037355765e-01-5.775510971580363195e-01j)  (-6.044022138155697582e-02+1.766208445475179675e-02j)  (5.292136925926256286e-01+1.494503366763969776e+00j)  (-1.817261762945672654e+00-6.220944633364896940e-03j)  (-1.646381507622709295e+00-1.274767309148857053e-01j)  (4.065728373328743039e+00-1.877397549880829575e-01j)
 (1.720570217846359995e-01-1.406703400067528401e-03j)  (7.201315908442088798e+00-1.171267254254893198e+00j)  (6.082770279470083308e-01+1.011966805822203941e-01j)  (3.940702675341167804e-01-1.771497298315704433e-02j)  (1.361435140172799541e+00+9.000063178708835876e-01j)  (-1.308953008779909943e+00-2.170336022285393185e-01j)  (-3.767476629439462932e-01-1.641297042865558498e-01j)  (2.756904557770870623e-01-9.041205077623065689e-02j)
 (2.347433275517477047e-01-6.929749418772094931e-03j)  (1.001281621805468092e+01-1.885622564050182803e-01j)  (2.979324018921137088e-02-8.346644552818954094e-03j)  (-2.251474784983658328e-01-4.973141201772965925e-01j)  (-2.451391779576166802e-02+6.127164157359672458e-01j)  (-6.962524181305560500e-01+1.282483262725863937e-01j)  (-7.167361634451890895e-01-9.381863250740257731e-02j)  (2.190912653349431860e+00-2.415100322438404612e-01j)
 (7.418851400823668341e-01-2.721114986302307706e-02j)  (1.129725573597784916e+01-1.322563843077662504e+00j)  (1.425120760451859024e-03-2.272877292377910863e-01j)  (-9.377171977184076135e-02-1.631997569830361539e-01j)  (-8.495691025605579538e-01+1.791338561213326575e+00j)  (-1.129853620647728540e+00-1.041255916781389512e-01j)  (-1.025163784153193980e+00-7.668553422532781161e-02j)  (-3.230716130332104696e-01-4.864908636836057232e-02j)
 (3.462559744757189306e-01-3.334399909821888445e-03j)  (1.382754336921278160e+01-1.355133655073522903e+00j)  (4.025286633403590275e-01-5.727133317230190812e-01j)  (5.956220615332077362e-01-5.571616832896932880e-01j)  (1.565206730012821401e+00+1.052992601867467792e+00j)  (-9.238928445792281563e-01-1.278249288234435677e-01j)  (-9.936359624115949085e-01-2.394897001483975441e-01j)  (2.039911193501629416e+00-2.546537902162902545e-01j)
 (5.949852860296068746e-01-1.070141305294007236e-03j)  (1.549860839230304776e+01-1.160566364572364284e+00j)  (1.312325305393151342e-01-4.531029395406536708e-01j)  (5.725223602405504764e-01-9.574315245385221773e-02j)  (1.006203386245007492e+00+1.458482022848240467e+00j)  (-2.222091704019856784e-01-3.087508529389286771e-01j)  (-8.473447553537645227e-01-3.417189706853824838e-01j)  (-1.202110097221650714e-01-2.191775252298311383e-01j)
 (1.229398401469183000e+00-1.319040113044998852e-01j)  (1.886387036239063519e+01-1.353433316004447606e+00j)  (2.855803259172083886e-01-8.701125826631249671e-01j)  (1.216612924790251071e+00-8.942424591939696077e-01j)  (9.041327270545069794e-01+1.080225914149669952e+00j)  (3.401738072993642503e-01-7.639536584782886663e-01j)  (-3.588916660605270259e-01-1.108054939343041001e+00j)  (1.044947804259629187e+00-1.120203842755620238e+00j)
 (1.628815942767726455e+00-2.195322644179829169e-02j)  (2.085666086560321730e+01-1.193230035750662443e+00j)  (-2.470522735729147740e-02-2.956835048376548758e-01j)  (5.667133092082915491e-01-1.027359418159315085e+00j)  (-3.102665495768895387e-01-9.107470987134523854e-01j)  (7.752774726155001739e-01-3.990178229209753180e-01j)  (-5.322075118279104844e-01-8.028364957605842456e-01j)  (8.243988444015343253e-01-8.795893473503051396e-01j)
