$4.72 - 5.04 i$ & $-1.51 + 2.16 i$ & $1.80 - 2.34 i$ & $-0.72 + 0.23 i$ & $0.29 + 0.20 i$ & $-3.78 - 3.22 i$ & $-0.06 + 2.77 i$ & $0.73 + 0.16 i$ \\
$7.94 - 7.29 i$ & $-0.93 + 0.76 i$ & $-0.14 + 0.42 i$ & $0.31 - 0.31 i$ & $-0.15 - 0.79 i$ & $-1.95 - 1.98 i$ & $-1.47 + 6.06 i$ & $1.45 - 3.91 i$ \\
$14.60 - 1.43 i$ & $0.36 - 0.32 i$ & $-0.59 + 1.51 i$ & $0.59 - 1.52 i$ & $1.22 + 0.29 i$ & $-5.88 - 6.52 i$ & $2.36 + 16.71 i$ & $3.25 - 9.84 i$ \\
$15.90 - 1.40 i$ & $2.13 - 0.64 i$ & $-3.59 + 1.66 i$ & $2.27 - 1.10 i$ & $0.05 - 2.59 i$ & $-5.25 + 17.05 i$ & $2.32 - 14.98 i$ & $0.83 + 0.24 i$ \\
$19.60 - 2.33 i$ & $0.67 + 0.04 i$ & $-1.69 + 0.71 i$ & $1.38 - 0.76 i$ & $4.71 + 1.42 i$ & $-4.10 + 0.02 i$ & $-6.07 - 4.95 i$ & $7.52 + 5.73 i$ \\
$23.79 - 2.70 i$ & $0.19 - 1.10 i$ & $0.75 + 2.59 i$ & $-0.60 - 1.42 i$ & $2.10 + 1.76 i$ & $-5.48 + 5.42 i$ & $15.05 - 3.38 i$ & $-8.77 - 3.44 i$ \\
$30.96 - 4.43 i$ & $-0.69 - 0.64 i$ & $1.42 + 0.76 i$ & $-0.66 - 0.16 i$ & $3.37 + 1.04 i$ & $-1.40 + 0.15 i$ & $1.47 + 3.13 i$ & $1.50 - 4.88 i$ \\
$32.82 - 6.15 i$ & $0.79 - 0.60 i$ & $-0.61 + 0.80 i$ & $-0.04 - 0.26 i$ & $-4.71 + 2.46 i$ & $-3.64 + 3.13 i$ & $-1.73 + 2.79 i$ & $4.92 - 3.00 i$ \\
$33.04 - 4.81 i$ & $0.51 - 0.43 i$ & $-0.23 + 0.56 i$ & $0.07 - 0.13 i$ & $1.58 - 4.26 i$ & $-4.11 + 2.70 i$ & $-1.35 + 1.08 i$ & $2.90 - 2.92 i$ \\
