# R, E, e1, e2, e3, r1, r2, r3
 (2.262244365967345724e-02+1.212773902861105299e-02j)  (1.389504616393710590e+00-8.623270566906836576e-01j)  (3.600161715130040241e-01-1.074908459787382808e+00j)  (3.505353765813111200e-01+1.953556089329786527e+00j)  (8.522124560201306542e-02-2.001580201523254221e+00j)  (9.962505945603988833e-01-4.664886194277279685e+00j)  (-5.530094170586514757e+00-4.589430011593170100e+00j)  (-4.860687546877515253e+00-6.930014595430393776e-01j)
 (1.629436268011187072e-01-2.189471534378602813e-01j)  (2.618573405398101794e+00-1.756166056840850809e+00j)  (-2.864290943027410913e-02+6.962610109191917918e-01j)  (7.695005979615504588e-01-1.486463419487892290e+00j)  (9.571954436350896822e-01-1.040556988788418069e+00j)  (8.091761995152473297e-01-2.704677197257171262e+00j)  (-9.161418819676832026e-01+1.063350249343562037e+00j)  (-4.408450056984716814e-01+3.292022986833070264e-01j)
 (-1.100003940955367743e-01-2.871155055651188337e-01j)  (3.845504120266955095e+00-1.241675998518263269e+00j)  (-2.644704445455486330e-01+5.902159127188872922e-01j)  (1.533501754532325956e+00-1.689621585186486419e+00j)  (-3.090230920375016677e-01-1.695380952429274446e+00j)  (-2.721569006321720163e+00-2.985540003429638212e+00j)  (-3.047110752376128495e+00+8.830160222887010191e-01j)  (3.311090659868877184e-01+3.505198386144646738e-01j)
 (-6.935779643883787093e-01-9.171158822924425913e-02j)  (5.644943496581531051e+00-2.422000521969677855e+00j)  (-1.625214952376443367e-01+3.753048420392171014e-01j)  (1.831028706088873692e+00+8.968243882477336393e-02j)  (2.887095707240787679e+00-6.368314993440213900e-01j)  (-7.948396100620872540e-01-2.645912161153708198e+00j)  (-4.731539743660617248e+00+4.552286469069593444e+00j)  (-3.336774196803486969e-01+9.023036439232732242e-01j)
 (2.103874140251677183e+00-1.603358037342876574e-01j)  (9.735719489268545246e+00-5.301136170203722964e-01j)  (-1.605400582830172063e-01-1.672967785316717693e-01j)  (2.720298362131946313e+00+5.430073160770789720e-01j)  (-2.387079738338046653e+00-4.061386289855344889e-01j)  (2.166481759315502451e-02-1.676550951122997457e+00j)  (-7.918704768960200369e+00+7.096901120070531199e+00j)  (7.967101801590824373e+00-7.971850046851155724e+00j)
 (-1.275962200308350614e+00-2.690087529868623317e-01j)  (1.072683079820188290e+01-1.161453887440584420e+00j)  (8.298548125345618642e-02+4.273320359085329145e-01j)  (-5.834964602784479260e-01-1.570770527633968960e-01j)  (1.971301554554679480e+00-1.184617890399338513e+00j)  (-5.438392799940563016e+00-1.858869607280241087e+00j)  (8.244383976706318506e+00+2.458590991218482902e+00j)  (-4.810869380093811820e+00+1.973060312657660909e+00j)
 (5.619849111951054965e+00-2.647923033681578442e-01j)  (1.179336401203360474e+01-7.161888891498707110e+00j)  (-5.316795355914040178e-01+4.487696102059255954e-01j)  (3.197008298276575178e-01+2.539591489110461175e+00j)  (1.577649086877209061e+00-3.079269530049529191e+00j)  (-1.706262767859590301e+00+3.549836353461058996e-02j)  (9.043178737132369083e-01-2.151802847160723342e+00j)  (-1.850747464534140629e+00+3.339032529305803632e+00j)
 (-3.727203273604999256e-01+7.431968655500917897e-01j)  (1.282423579543178604e+01-3.929454120797600147e+00j)  (-2.119882782481744332e+00-3.815975125873872359e-02j)  (4.135564953178495706e+00+2.496883163552542140e+00j)  (-1.036816718348668731e-01-4.351483736154410309e+00j)  (-3.842640079937377773e-01+1.094625959801518444e+00j)  (1.789182335456850348e+00-4.583818179925161829e+00j)  (-7.920913018615610035e+00+9.668773258354596001e-01j)
 (1.005999571432685535e-01-5.501218771558329806e-03j)  (1.906157297175392884e+01-5.428426864388142814e-01j)  (6.742013293001999918e-02-2.261381706239002851e-02j)  (-1.082101140036805381e-01+2.248794111183699193e-02j)  (1.033152151138503616e-01+7.565364533016132736e-03j)  (7.446239956831683937e-01+2.912087343862400868e+00j)  (-1.034502672227263220e+00-4.662394207160136084e+00j)  (3.353960137256755125e-01+3.936562448285268356e+00j)
 (1.716255957134149301e-01+2.226017269997166148e-01j)  (2.183298164179762324e+01-7.337735577376808260e-01j)  (2.639074225497564305e-02-1.191428012177979737e-02j)  (-1.057139721737120897e-01+4.743163914309336121e-02j)  (2.555876352840402155e-01-6.794497643290464683e-02j)  (4.223500367192811189e-01+7.672849606847579329e-01j)  (-3.479515409165202300e+00+4.680374169822607011e-02j)  (1.354989007131730538e+00+2.708497899171791623e+00j)
 (1.801185615524613981e+00-1.868268789534636820e+00j)  (2.630299634029123723e+01-4.191746278073922305e+00j)  (4.821590639836327297e-01-4.519232392582852031e-01j)  (-6.460217948093576190e-01-6.180165647839364063e-01j)  (-9.017473366863560935e-01-1.903333883123767001e-01j)  (3.112538902169085464e+00+1.161528219731498668e+00j)  (-2.092924878673594336e+00+2.479955663955981660e+00j)  (2.222749518185645812e+00-3.076090610845300333e+00j)
