# R, E, e1, e2, e3, r1, r2, r3
 (-2.807900093147660536e-01-3.387087650493051383e-01j)  (1.001735680355425195e+01-9.812566117914929720e+00j)  (-6.731209537811824184e-01-2.135435964094693773e-01j)  (-2.412535987885508770e-01+1.163206936450409401e+00j)  (1.697518884483060209e+00-4.094344369559879682e-02j)  (-2.928168292846577536e+00+9.592819336369089456e+00j)  (2.651189606318972825e+00+3.407500626088737494e+00j)  (2.018702927206259101e+00+7.382830351401913349e-01j)
 (-7.111625191758995657e-01+3.571430826102568457e-01j)  (1.016553377712622108e+01-7.696676107800619615e-01j)  (4.931422050963750747e-01+5.539459471648756628e-01j)  (-1.530456504404697604e+00-1.770826070657218532e+00j)  (5.431565936745469614e+00+1.497722117988574020e+00j)  (-8.253091707464324855e+00+4.126728636783539295e-01j)  (2.586021694358592526e+00-5.217014711553527029e+00j)  (-6.855101187763175119e+00+4.730088650597058519e-01j)
 (5.559399229647661755e+00-3.977297992221670020e-01j)  (1.031571438410222719e+01-3.801827892451851709e-01j)  (6.594658470202145739e-02+5.675692076809253639e-02j)  (8.316904238575930641e-01-1.969898479138827430e-01j)  (1.726948722951758830e+00+3.141240534159648878e-01j)  (-1.116739612101531387e+00+3.393924311678656047e-01j)  (-1.444502968093606787e+00+3.185119253715713861e-02j)  (-2.100102036595129784e-01-8.682819463377497993e-01j)
 (2.414044636323499360e-01-1.177675638406639608e-01j)  (1.111070069899790980e+01-7.952072541125262184e+00j)  (-2.859964120013633870e+00+8.004698052866887625e-01j)  (6.750761676163733682e+00-5.328139899070170049e-01j)  (-2.127526116793092115e+00+2.673730873337573755e+00j)  (-8.594099410425199537e+00+5.021570495731301209e-01j)  (-2.558503688876350601e+00+3.369911807127850434e+00j)  (-2.387958321252029670e+00+7.976709132143553482e+00j)
